carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,volume
0.72,Very Good,J,VVS1,60.1,58.0,2208,5.8,5.84,3.5,2208.0,118.55199999999999
0.51,Ideal,F,VVS1,60.9,57.0,2208,5.16,5.21,3.16,2208.0,84.95217600000001
0.62,Ideal,E,VS2,62.0,54.5,2208,5.46,5.48,3.39,2208.0,101.43151200000001
0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2,2208.0,86.85824000000001
0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38,2208.0,112.52696
0.71,Premium,G,SI2,62.1,58.0,2208,5.72,5.68,3.54,2208.0,115.01318399999998
0.7,Very Good,G,SI1,63.6,58.0,2209,5.61,5.65,3.58,2209.0,113.47347000000002
0.7,Very Good,G,SI1,62.8,58.0,2209,5.64,5.69,3.56,2209.0,114.246096
0.71,Ideal,H,VS1,62.1,55.0,2209,5.68,5.72,3.54,2209.0,115.01318399999998
0.51,Ideal,E,VVS2,61.7,57.0,2209,5.11,5.14,3.16,2209.0,82.998664
0.7,Good,G,SI1,62.7,59.0,2209,5.57,5.63,3.51,2209.0,110.070441
0.71,Very Good,H,SI1,63.1,56.0,2210,5.62,5.69,3.57,2210.0,114.160746
0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58,2210.0,113.06893000000001
0.65,Ideal,H,VVS2,61.6,58.0,2210,5.56,5.6,3.44,2210.0,107.10783999999998
0.5,Ideal,F,VVS2,60.5,56.0,2210,5.15,5.09,3.1,2210.0,81.26185
0.5,Ideal,F,VVS2,61.3,59.0,2210,5.05,5.1,3.11,2210.0,80.09805
0.73,Ideal,G,SI2,61.8,56.0,2210,5.76,5.8,3.57,2210.0,119.26656
0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2,2210.0,90.22624000000002
0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27,2210.0,94.12040999999999
0.5,Ideal,D,VVS2,60.4,54.0,2211,5.23,5.17,3.14,2211.0,84.90277400000001
0.66,Very Good,G,VVS2,60.5,59.0,2211,5.67,5.72,3.44,2211.0,111.567456
0.51,Very Good,E,VVS2,61.4,59.0,2211,5.1,5.16,3.15,2211.0,82.8954
0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05,2211.0,77.31201
0.51,Ideal,E,VVS2,62.8,56.0,2211,5.13,5.15,3.23,2211.0,85.334985
0.58,Ideal,D,VS1,61.8,56.0,2211,5.34,5.37,3.31,2211.0,94.916898
0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3,2211.0,94.63014
0.63,Premium,F,VS2,61.0,61.0,2211,5.6,5.49,3.38,2211.0,103.91472
0.63,Very Good,D,SI1,63.1,58.0,2211,5.49,5.44,3.45,2211.0,103.03632000000002
0.67,Premium,F,VS2,62.5,59.0,2211,5.58,5.53,3.47,2211.0,107.07517800000001
0.7,Good,F,VS2,63.5,56.0,2212,5.64,5.45,3.52,2212.0,108.19776
0.7,Very Good,G,VS1,62.9,59.0,2212,5.56,5.63,3.52,2212.0,110.18585599999999
0.72,Premium,G,SI1,61.2,62.0,2212,5.75,5.72,3.51,2212.0,115.4439
0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5,2213.0,111.3322
0.7,Premium,F,SI2,61.8,60.0,2213,5.65,5.71,3.51,2213.0,113.23786500000001
0.59,Very Good,E,VVS2,59.8,57.0,2214,5.48,5.53,3.29,2214.0,99.70147600000001
0.71,Good,I,VS2,64.3,63.0,2214,5.63,5.56,3.6,2214.0,112.69008
0.7,Very Good,H,SI1,62.8,57.0,2214,5.61,5.66,3.54,2214.0,112.40420400000001
0.61,Ideal,E,VS1,62.2,56.0,2214,5.43,5.41,3.37,2214.0,98.998131
0.6,Premium,D,VS2,59.6,59.0,2214,5.53,5.47,3.28,2214.0,99.21704799999999
0.75,Premium,E,SI2,61.9,55.0,2214,5.89,5.84,3.63,2214.0,124.86328799999998
0.71,Ideal,G,SI1,62.5,57.0,2215,5.72,5.64,3.55,2215.0,114.52583999999997
0.71,Good,G,SI1,63.9,56.0,2215,5.62,5.59,3.58,2215.0,112.468564
0.73,Ideal,I,SI1,62.0,57.0,2215,5.74,5.77,3.56,2215.0,117.906488
0.64,Ideal,E,SI1,60.9,57.0,2215,5.56,5.58,3.39,2215.0,105.174072
0.7,Premium,E,SI2,61.1,61.0,2215,5.74,5.69,3.49,2215.0,113.98549400000002
0.71,Good,E,SI2,57.8,60.0,2215,5.86,5.83,3.38,2215.0,115.47364400000001
0.71,Good,D,SI2,64.3,56.0,2215,5.64,5.59,3.61,2215.0,113.81463599999998
0.71,Premium,G,SI1,62.8,61.0,2215,5.64,5.59,3.53,2215.0,111.29242799999999
0.71,Premium,E,SI2,62.1,62.0,2215,5.7,5.67,3.53,2215.0,114.08607
0.71,Premium,G,SI1,58.5,58.0,2215,5.87,5.82,3.42,2215.0,116.838828
0.75,Premium,G,SI2,61.0,58.0,2216,5.9,5.94,3.61,2216.0,126.51606000000002
0.54,Ideal,F,VVS2,61.2,55.0,2216,5.25,5.27,3.22,2216.0,89.08935
0.72,Premium,I,VS2,60.9,60.0,2216,5.76,5.8,3.52,2216.0,117.59616000000001
0.52,Ideal,F,VVS2,61.8,56.0,2216,5.2,5.17,3.2,2216.0,86.0288
0.52,Ideal,D,VVS2,59.9,57.0,2217,5.21,5.28,3.14,2217.0,86.377632
0.57,Ideal,G,VVS1,61.9,57.0,2217,5.31,5.35,3.3,2217.0,93.74804999999998
0.71,Very Good,J,VVS1,59.7,58.0,2218,5.8,5.83,3.47,2218.0,117.33458
0.72,Very Good,G,SI2,61.9,59.0,2218,5.67,5.71,3.52,2218.0,113.96246400000001
0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56,2218.0,115.05564000000001
0.7,Good,H,SI1,63.7,59.0,2218,5.53,5.59,3.54,2218.0,109.430958
0.7,Premium,H,VS2,60.8,58.0,2218,5.71,5.68,3.46,2218.0,112.217488
0.7,Good,G,SI1,63.9,58.0,2218,5.57,5.51,3.54,2218.0,108.645078
0.54,Ideal,F,VVS2,61.4,56.0,2218,5.27,5.29,3.24,2218.0,90.325692
0.73,Ideal,I,SI2,62.4,56.0,2218,5.74,5.77,3.59,2218.0,118.90008199999998
0.71,Ideal,I,SI1,62.5,57.0,2218,5.69,5.74,3.57,2218.0,116.598342
0.7,Premium,D,SI1,61.4,59.0,2218,5.67,5.64,3.47,2218.0,110.96643599999999
0.56,Premium,F,VVS1,61.1,56.0,2218,5.41,5.3,3.27,2218.0,93.76070999999999
0.71,Very Good,I,VS2,61.4,56.0,2219,5.73,5.79,3.53,2219.0,117.11375100000001
0.5,Very Good,F,IF,59.7,60.0,2219,5.18,5.24,3.11,2219.0,84.415352
0.51,Very Good,D,VVS2,62.4,58.0,2220,5.1,5.13,3.19,2220.0,83.45996999999998
1.03,Good,J,I1,58.2,64.0,2220,6.64,6.69,3.88,2220.0,172.355808
0.52,Ideal,E,VVS2,60.9,56.0,2220,5.21,5.24,3.18,2220.0,86.81527200000001
0.55,Ideal,E,VS1,61.5,56.0,2220,5.26,5.29,3.24,2220.0,90.154296
0.71,Very Good,F,SI1,62.1,58.0,2221,5.64,5.72,3.53,2221.0,113.88062399999998
0.7,Good,D,SI2,63.1,60.0,2221,5.56,5.62,3.53,2221.0,110.30261599999999
0.64,Very Good,E,VS2,60.5,58.1,2222,5.59,5.62,3.39,2222.0,106.49956200000001
0.74,Very Good,H,SI2,62.1,58.0,2222,5.82,5.78,3.6,2222.0,121.10256000000001
0.64,Ideal,F,VS1,61.9,56.8,2222,5.55,5.6,3.45,2222.0,107.226
0.64,Good,F,VS1,57.7,61.0,2222,5.68,5.75,3.29,2222.0,107.45139999999999
0.66,Ideal,H,VS1,62.7,55.0,2222,5.6,5.57,3.5,2222.0,109.172
0.7,Premium,D,SI2,61.8,55.0,2222,5.71,5.68,3.52,2222.0,114.163456
0.51,Very Good,F,VVS1,62.6,57.0,2223,5.06,5.1,3.18,2223.0,82.06308
0.8,Very Good,J,SI1,61.6,56.0,2224,5.94,5.98,3.67,2224.0,130.362804
0.7,Very Good,E,SI2,61.8,60.0,2224,5.61,5.65,3.48,2224.0,110.30382000000002
0.55,Ideal,D,VS2,60.6,56.0,2224,5.3,5.36,3.23,2224.0,91.75784
0.64,Ideal,D,VS2,60.7,59.0,2224,5.58,5.62,3.4,2224.0,106.62264
0.72,Ideal,F,SI2,62.0,55.0,2224,5.75,5.79,3.58,2224.0,119.18714999999999
0.68,Premium,E,SI1,62.0,59.0,2224,5.67,5.65,3.51,2224.0,112.444605
0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49,2224.0,116.186637
0.71,Very Good,E,SI2,63.3,57.0,2225,5.65,5.69,3.59,2225.0,115.41311500000002
0.91,Good,E,I1,57.7,63.0,2225,6.3,6.35,3.65,2225.0,146.01824999999997
0.61,Ideal,E,VS2,61.7,56.0,2225,5.46,5.43,3.36,2225.0,99.61660799999999
0.52,Ideal,D,VS2,61.8,55.0,2225,5.19,5.23,3.22,2225.0,87.40271400000002
0.71,Very Good,J,VVS2,61.1,58.0,2226,5.7,5.75,3.5,2226.0,114.71249999999999
0.71,Very Good,I,VS1,62.9,59.0,2226,5.68,5.71,3.58,2226.0,116.109424
0.71,Ideal,J,VVS2,60.3,61.0,2226,5.76,5.79,3.48,2226.0,116.059392
0.9,Good,G,I1,63.6,61.0,2226,6.03,6.07,3.85,2226.0,140.918085
0.71,Good,E,SI2,58.7,61.0,2226,5.73,5.78,3.38,2226.0,111.94357200000002
0.69,Very Good,D,SI1,57.6,62.0,2227,5.83,5.9,3.38,2227.0,116.26186000000001
0.76,Premium,H,SI1,59.8,57.0,2227,5.93,5.91,3.54,2227.0,124.06390200000001
0.8,Premium,J,SI1,60.1,57.0,2227,6.03,5.98,3.61,2227.0,130.17443400000002
0.58,Ideal,F,VS1,62.4,57.0,2227,5.36,5.32,3.33,2227.0,94.95561600000002
0.58,Ideal,F,VS1,61.9,56.0,2227,5.36,5.33,3.31,2227.0,94.562728
0.58,Ideal,F,VS1,60.3,57.0,2227,5.47,5.44,3.29,2227.0,97.899872
0.75,Very Good,H,SI2,61.9,56.0,2228,5.79,5.87,3.61,2228.0,122.69415299999999
0.78,Very Good,I,SI1,63.1,56.0,2228,5.88,5.82,3.69,2228.0,126.277704
0.74,Ideal,I,SI1,62.0,53.0,2229,5.83,5.84,3.62,2229.0,123.25086399999999
0.7,Good,E,SI2,57.5,58.0,2229,5.8,5.85,3.35,2229.0,113.66550000000001
0.8,Good,D,SI2,64.0,60.0,2229,5.91,5.81,3.75,2229.0,128.764125
0.72,Good,F,SI1,63.9,62.0,2229,5.7,5.63,3.62,2229.0,116.16942
0.7,Very Good,E,SI2,61.1,62.0,2230,5.68,5.72,3.48,2230.0,113.06380799999998
0.7,Ideal,F,SI1,61.9,57.0,2230,5.66,5.75,3.53,2230.0,114.88385
0.7,Very Good,F,SI1,62.2,58.0,2230,5.66,5.69,3.53,2230.0,113.68506200000002
0.7,Ideal,F,SI1,62.2,57.0,2230,5.67,5.74,3.55,2230.0,115.53759
0.7,Premium,F,SI1,61.9,58.0,2230,5.69,5.74,3.54,2230.0,115.61852400000001
0.7,Very Good,F,SI1,61.8,58.0,2230,5.67,5.72,3.52,2230.0,114.162048
0.7,Very Good,F,SI1,61.7,61.0,2230,5.67,5.7,3.51,2230.0,113.43969
0.7,Very Good,F,SI1,61.6,55.0,2230,5.66,5.7,3.5,2230.0,112.917
0.52,Ideal,E,VVS2,62.0,54.0,2230,5.16,5.19,3.21,2230.0,85.965084
0.53,Ideal,E,VVS2,62.0,58.0,2230,5.16,5.2,3.21,2230.0,86.13072
0.56,Ideal,G,VS1,61.0,56.0,2230,5.31,5.35,3.25,2230.0,92.32762499999998
0.7,Very Good,F,SI1,60.6,58.0,2231,5.73,5.78,3.49,2231.0,115.58670600000002
0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23,2231.0,90.38832000000001
0.54,Ideal,F,VVS2,61.6,56.0,2231,5.23,5.26,3.23,2231.0,88.856654
0.71,Premium,H,SI2,62.7,57.0,2231,5.71,5.64,3.56,2231.0,114.647664
0.82,Very Good,G,SI2,63.4,55.0,2232,5.96,5.93,3.77,2232.0,133.242356
0.7,Ideal,I,VS2,62.2,55.0,2232,5.66,5.69,3.53,2232.0,113.68506200000002
0.7,Ideal,I,VS2,62.5,56.0,2232,5.66,5.7,3.55,2232.0,114.53009999999999
0.7,Ideal,G,SI2,62.4,55.0,2232,5.66,5.72,3.55,2232.0,114.93195999999999
0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55,2232.0,114.32917
0.7,Ideal,G,SI2,61.4,57.0,2232,5.69,5.74,3.51,2232.0,114.638706
0.72,Ideal,F,SI2,62.4,55.0,2232,5.72,5.76,3.58,2232.0,117.95097599999998
0.62,Premium,H,VVS1,61.9,58.0,2232,5.49,5.46,3.39,2232.0,101.616606
0.71,Ideal,I,VS2,62.3,59.0,2233,5.68,5.71,3.55,2233.0,115.13644
0.51,Ideal,E,VS1,61.4,56.0,2233,5.14,5.16,3.16,2233.0,83.810784
0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49,2233.0,115.78423999999998
0.58,Ideal,H,IF,60.2,56.0,2233,5.43,5.46,3.28,2233.0,97.24478399999998
0.7,Very Good,G,SI1,62.0,61.0,2234,5.68,5.71,3.53,2234.0,114.48778399999999
0.7,Good,H,VS2,59.1,65.0,2234,5.75,5.85,3.43,2234.0,115.37662499999999
0.75,Premium,H,SI2,62.3,57.0,2234,5.79,5.73,3.59,2234.0,119.104353
0.7,Premium,I,VS1,62.9,61.0,2234,5.64,5.62,3.54,2234.0,112.206672
0.7,Ideal,G,SI2,61.3,58.0,2234,5.67,5.69,3.48,2234.0,112.27280400000001
0.7,Good,I,VS2,59.4,57.0,2234,5.77,5.82,3.44,2234.0,115.52001600000001
0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58,2234.0,119.393
0.7,Fair,I,VS1,60.2,66.0,2234,5.77,5.62,3.44,2234.0,111.55025599999999
0.7,Premium,F,SI2,59.6,58.0,2234,5.79,5.72,3.43,2234.0,113.59748400000001
0.73,Premium,H,SI2,62.5,58.0,2234,5.73,5.69,3.57,2234.0,116.39520900000001
0.7,Premium,F,SI2,59.5,58.0,2234,5.82,5.72,3.44,2234.0,114.518976
0.7,Premium,F,SI2,58.8,58.0,2234,5.82,5.77,3.41,2234.0,114.51257400000001
0.73,Premium,I,VVS2,59.3,59.0,2234,5.91,5.87,3.49,2234.0,121.07403300000003
0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49,2234.0,111.80110300000001
0.71,Ideal,F,SI1,63.0,54.0,2235,5.73,5.69,3.6,2235.0,117.37332000000002
0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42,2235.0,107.63150399999999
0.71,Premium,D,SI2,59.7,60.0,2235,5.84,5.79,3.47,2235.0,117.33319200000001
0.56,Very Good,F,VVS2,59.5,61.0,2236,5.36,5.33,3.18,2236.0,90.84878400000001
0.5,Ideal,E,VVS2,61.5,57.0,2236,5.09,5.12,3.14,2236.0,81.830912
0.54,Ideal,G,VVS1,61.8,55.0,2236,5.27,5.24,3.25,2236.0,89.7481
0.54,Premium,G,VVS1,60.7,56.0,2236,5.3,5.25,3.2,2236.0,89.04
0.54,Ideal,G,VVS1,62.2,56.0,2236,5.22,5.2,3.24,2236.0,87.94656
0.61,Ideal,H,VVS1,60.3,56.0,2237,5.52,5.55,3.34,2237.0,102.32423999999997
0.7,Ideal,F,SI2,60.6,57.2,2237,5.75,5.77,3.49,2237.0,115.789475
0.71,Very Good,E,SI2,62.2,58.0,2238,5.68,5.74,3.55,2238.0,115.74136
0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12,2238.0,80.67384
0.52,Ideal,G,VVS2,61.7,55.0,2238,5.15,5.2,3.19,2238.0,85.4282
0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22,2238.0,90.275276
0.74,Premium,G,SI2,62.7,60.0,2238,5.78,5.73,3.61,2238.0,119.56103400000002
0.64,Ideal,E,VS2,62.0,55.0,2238,5.52,5.55,3.43,2238.0,105.08147999999998
0.58,Premium,F,VVS2,62.6,56.0,2238,5.37,5.27,3.33,2238.0,94.23866699999999
0.7,Very Good,E,SI1,62.8,56.0,2239,5.69,5.72,3.58,2239.0,116.51754399999999
0.7,Very Good,E,SI1,62.6,58.0,2239,5.66,5.68,3.55,2239.0,114.12824
0.7,Good,E,SI1,61.9,58.0,2239,5.63,5.67,3.5,2239.0,111.72735
0.7,Good,E,SI1,62.7,61.0,2239,5.59,5.67,3.53,2239.0,111.88440899999999
0.7,Very Good,E,SI1,61.5,56.0,2239,5.74,5.8,3.55,2239.0,118.1866
0.7,Very Good,E,SI1,58.7,60.0,2239,5.85,5.88,3.44,2239.0,118.32911999999999
0.7,Very Good,E,SI1,60.3,58.0,2239,5.73,5.85,3.49,2239.0,116.986545
0.97,Ideal,I,I1,61.6,53.0,2239,6.4,6.43,3.95,2239.0,162.55040000000002
0.3,Very Good,G,VS2,62.1,56.0,541,4.27,4.3,2.66,541.0,48.840259999999994
0.3,Very Good,H,VS1,61.9,55.0,541,4.32,4.37,2.69,541.0,50.78289600000001
0.3,Very Good,H,VS1,62.3,56.0,541,4.29,4.32,2.68,541.0,49.66790400000001
0.37,Very Good,E,SI2,61.9,55.0,541,4.63,4.67,2.87,541.0,62.055427
0.35,Ideal,H,SI1,61.9,55.0,541,4.54,4.57,2.82,541.0,58.508796000000004
0.31,Ideal,D,SI1,62.3,55.0,541,4.33,4.34,2.7,541.0,50.73894000000001
0.31,Ideal,D,SI1,61.7,56.0,541,4.35,4.37,2.69,541.0,51.135555
0.36,Premium,J,SI1,61.3,60.0,541,4.59,4.52,2.79,541.0,57.883571999999994
0.31,Very Good,G,VS1,62.7,54.0,542,4.35,4.36,2.73,542.0,51.77718
0.3,Ideal,H,VVS2,61.9,56.0,542,4.28,4.31,2.65,542.0,48.88402
0.31,Ideal,E,SI1,61.8,53.9,542,4.32,4.35,2.68,542.0,50.362559999999995
0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69,542.0,50.549403999999996
0.31,Ideal,G,VS1,62.7,57.0,542,4.31,4.34,2.71,542.0,50.69163399999999
0.31,Very Good,G,VS1,60.4,59.0,542,4.37,4.41,2.65,542.0,51.07000500000001
0.31,Ideal,G,VS1,61.9,56.0,542,4.34,4.38,2.7,542.0,51.32484
0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44,543.0,37.111424
0.27,Very Good,F,VVS2,62.5,59.0,544,4.11,4.15,2.58,544.0,44.00577000000001
0.27,Very Good,E,VVS2,60.5,60.0,544,4.19,4.2,2.54,544.0,44.69892000000001
0.28,Very Good,E,VVS2,62.0,56.0,544,4.22,4.3,2.63,544.0,47.72397999999999
0.32,Very Good,J,VVS1,60.2,60.0,544,4.42,4.49,2.68,544.0,53.186744000000004
0.27,Very Good,F,VVS1,59.7,59.0,544,4.19,4.22,2.51,544.0,44.38131799999999
0.27,Very Good,E,VVS1,60.0,58.0,544,4.21,4.22,2.53,544.0,44.94848599999999
0.27,Very Good,D,VVS1,61.0,61.0,544,4.14,4.15,2.53,544.0,43.467929999999996
0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73,544.0,52.732133999999995
0.33,Very Good,F,SI1,61.2,58.1,544,4.48,4.51,2.75,544.0,55.56320000000001
0.31,Ideal,I,VS1,61.7,55.0,544,4.39,4.36,2.7,544.0,51.67908
0.31,Ideal,H,VS1,62.0,54.0,544,4.35,4.39,2.71,544.0,51.75151499999998
0.31,Premium,H,VS1,62.6,60.0,544,4.3,4.32,2.7,544.0,50.15520000000001
0.31,Ideal,E,SI1,62.4,57.0,544,4.31,4.34,2.7,544.0,50.50458
0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62,544.0,51.416976000000005
0.7,Good,E,SI2,57.8,61.0,2239,5.89,5.85,3.39,2239.0,116.807535
0.7,Premium,F,SI1,59.4,60.0,2239,5.77,5.74,3.42,2239.0,113.26971599999999
0.7,Premium,F,SI1,61.2,59.0,2239,5.7,5.64,3.47,2239.0,111.55355999999999
0.71,Good,I,VS1,59.1,63.4,2239,5.76,5.81,3.42,2239.0,114.45235199999998
0.7,Premium,D,SI2,63.0,56.0,2239,5.67,5.64,3.56,2239.0,113.84452799999998
0.7,Ideal,E,SI2,61.2,55.0,2239,5.76,5.68,3.5,2239.0,114.5088
1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13,2239.0,169.144563
0.71,Very Good,G,SI1,63.1,60.0,2240,5.6,5.69,3.56,2240.0,113.43584
0.78,Ideal,G,SI2,61.9,55.0,2240,5.91,5.94,3.67,2240.0,128.83681800000002
0.7,Ideal,I,VS2,62.0,54.1,2240,5.7,5.73,3.55,2240.0,115.94655
0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56,2240.0,115.460768
0.7,Ideal,I,VS2,62.1,54.6,2240,5.68,5.72,3.54,2240.0,115.01318399999998
0.7,Ideal,H,SI1,61.4,57.0,2240,5.64,5.76,3.5,2240.0,113.70239999999998
0.71,Good,G,SI1,64.1,58.0,2240,5.6,5.63,3.6,2240.0,113.5008
0.65,Very Good,F,VS2,64.0,55.3,2241,5.5,5.57,3.54,2241.0,108.4479
0.63,Very Good,G,VS1,59.9,57.0,2241,5.57,5.62,3.35,2241.0,104.86639000000001
0.58,Ideal,E,VS1,60.8,57.0,2241,5.41,5.42,3.29,2241.0,96.470038
0.7,Fair,E,SI1,66.7,59.0,2241,5.49,5.45,3.65,2241.0,109.209825
0.72,Ideal,F,SI2,62.1,57.0,2241,5.72,5.75,3.56,2241.0,117.08840000000001
0.65,Good,G,VS1,60.0,60.4,2241,5.6,5.7,3.39,2241.0,108.2088
0.83,Ideal,J,VS2,61.5,57.0,2241,6.08,6.03,3.72,2241.0,136.38412800000003
0.83,Premium,J,SI2,59.1,60.0,2241,6.13,6.12,3.62,2241.0,135.806472
0.7,Very Good,D,SI1,64.0,53.0,2242,5.57,5.61,3.58,2242.0,111.86676600000001
0.61,Ideal,G,VVS2,61.6,54.0,2242,5.45,5.49,3.37,2242.0,100.832085
0.55,Ideal,F,VVS2,62.4,55.0,2242,5.24,5.28,3.28,2242.0,90.74841599999999
0.65,Ideal,G,VS1,60.6,60.0,2242,5.58,5.61,3.39,2242.0,106.11988200000002
0.7,Good,D,SI2,58.3,60.0,2242,5.81,5.89,3.41,2242.0,116.69326899999999
0.7,Good,F,SI1,63.7,58.0,2242,5.62,5.65,3.59,2242.0,113.99327000000001
0.61,Very Good,E,VS1,61.1,58.0,2243,5.47,5.52,3.36,2243.0,101.45318399999998
0.64,Premium,D,VS2,60.9,59.0,2243,5.6,5.63,3.42,2243.0,107.82575999999999
0.5,Ideal,D,VS2,61.1,57.0,2243,5.11,5.13,3.13,2243.0,82.050759
0.62,Ideal,D,VS2,61.2,56.0,2243,5.49,5.52,3.37,2243.0,102.127176
0.58,Good,E,VVS1,61.9,63.0,2243,5.27,5.33,3.28,2243.0,92.13224799999999
0.67,Good,F,VS1,64.4,57.0,2244,5.55,5.6,3.6,2244.0,111.88799999999999
0.85,Good,G,SI1,64.2,58.0,2244,6.01,5.92,3.83,2244.0,136.268336
0.7,Premium,H,VS1,60.5,58.0,2245,5.73,5.77,3.48,2245.0,115.05610800000001
0.58,Ideal,G,VVS2,61.9,57.0,2245,5.36,5.33,3.31,2245.0,94.562728
0.58,Ideal,F,VS1,60.4,57.0,2245,5.42,5.37,3.26,2245.0,94.88360399999999
0.9,Very Good,E,I1,62.4,63.0,2245,6.13,6.01,3.79,2245.0,139.628527
0.52,Ideal,F,VS2,62.3,57.0,2246,5.18,5.13,3.21,2246.0,85.300614
0.52,Premium,H,VVS2,61.1,59.0,2246,5.21,5.17,3.17,2246.0,85.386169
0.8,Good,G,SI2,64.2,55.0,2246,5.89,5.83,3.76,2246.0,129.113512
0.71,Very Good,H,SI1,62.9,58.0,2246,5.62,5.66,3.55,2246.0,112.92266
0.73,Premium,I,VS2,59.7,59.0,2246,5.81,5.94,3.51,2246.0,121.135014
0.8,Fair,G,SI2,61.2,58.0,2246,5.96,5.93,3.64,2246.0,128.64779199999998
0.61,Ideal,F,VS1,61.9,57.0,2246,5.42,5.46,3.37,2246.0,99.729084
0.72,Very Good,G,SI2,63.3,58.0,2246,5.72,5.68,3.61,2246.0,117.28745599999998
0.78,Ideal,G,SI2,61.7,55.0,2246,5.92,5.88,3.64,2246.0,126.706944
0.72,Premium,G,SI1,60.6,59.0,2246,5.8,5.76,3.5,2246.0,116.928
0.72,Premium,G,SI1,60.6,62.0,2246,5.81,5.77,3.51,2246.0,117.66818699999999
0.72,Very Good,F,SI2,63.1,58.0,2246,5.69,5.63,3.57,2246.0,114.363879
0.77,Premium,F,SI2,61.6,58.0,2247,5.9,5.88,3.63,2247.0,125.93196
0.53,Ideal,G,IF,61.8,57.0,2247,5.18,5.22,3.21,2247.0,86.79711599999999
0.53,Ideal,G,IF,61.4,56.0,2247,5.2,5.24,3.21,2247.0,87.46608
0.53,Ideal,G,IF,61.9,56.0,2247,5.18,5.22,3.21,2247.0,86.79711599999999
0.7,Good,D,SI2,63.6,62.0,2247,5.61,5.55,3.55,2247.0,110.531025
0.61,Ideal,E,VS2,61.9,53.0,2248,5.45,5.5,3.39,2248.0,101.61525
0.75,Ideal,F,SI2,59.2,60.0,2248,5.87,5.92,3.49,2248.0,121.278896
0.71,Premium,H,VS2,62.0,54.0,2249,5.73,5.69,3.54,2249.0,115.41709800000001
0.72,Ideal,J,VVS1,62.5,56.0,2249,5.71,5.74,3.58,2249.0,117.335932
0.7,Ideal,I,VS2,61.2,55.0,2249,5.75,5.77,3.53,2249.0,117.11657499999997
0.71,Premium,D,SI1,58.1,61.0,2249,5.81,5.79,3.37,2249.0,113.366463
0.7,Very Good,F,SI1,62.8,57.0,2250,5.61,5.66,3.54,2250.0,112.40420400000001
0.53,Ideal,G,VVS2,61.4,57.0,2250,5.17,5.2,3.18,2250.0,85.49112000000001
0.7,Very Good,F,VS2,61.1,62.0,2250,5.64,5.69,3.46,2250.0,111.036936
0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22,2250.0,85.399552
0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36,2250.0,100.901808
0.44,Good,D,VVS1,59.2,57.0,2250,4.96,5.0,2.95,2250.0,73.16000000000001
0.75,Premium,G,SI2,63.0,58.0,2250,5.81,5.77,3.62,2250.0,121.355794
0.7,Fair,G,VS1,68.5,58.0,2250,5.47,5.34,3.7,2250.0,108.07625999999999
0.7,Very Good,F,VS2,63.5,56.0,2250,5.64,5.45,3.52,2250.0,108.19776
0.75,Good,J,SI1,63.9,56.0,2250,5.76,5.71,3.66,2250.0,120.37593600000001
0.55,Very Good,D,VS1,59.5,56.0,2251,5.35,5.38,3.19,2251.0,91.81777
0.7,Premium,H,VS2,61.0,59.0,2251,5.72,5.65,3.47,2251.0,112.14346
0.52,Ideal,F,VVS1,59.8,59.0,2251,5.21,5.25,3.13,2251.0,85.61332499999999
0.52,Ideal,F,VVS1,61.9,55.0,2251,5.17,5.2,3.21,2251.0,86.29764
0.55,Ideal,D,VS1,61.3,56.0,2251,5.28,5.32,3.25,2251.0,91.29120000000002
0.71,Good,G,SI1,62.3,56.0,2251,5.68,5.72,3.55,2251.0,115.33807999999998
